file,n,m,n_x_m,time,fitness,maxtoner
'/home/lucas/git/tonerscheduling/resources/1236.txt',800,800,640000,1.864,800.0,800
'/home/lucas/git/tonerscheduling/resources/1055.txt',600,600,360000,1.036,600.0,600
'/home/lucas/git/tonerscheduling/resources/713.txt',200,200,40000,0.391,100.0,100
'/home/lucas/git/tonerscheduling/resources/515.txt',1000,1000,1000000,2.698,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/483.txt',1000,1000,1000000,8.154,733.0,733
'/home/lucas/git/tonerscheduling/resources/248.txt',30,29,870,0.009,17.0,17
'/home/lucas/git/tonerscheduling/resources/115.txt',15,40,600,0.009,9.0,9
'/home/lucas/git/tonerscheduling/resources/295.txt',40,20,800,0.007,16.0,16
'/home/lucas/git/tonerscheduling/resources/236.txt',30,10,300,0.002,9.0,9
'/home/lucas/git/tonerscheduling/resources/1336.txt',14,10,140,0.002,8.0,8
'/home/lucas/git/tonerscheduling/resources/867.txt',400,400,160000,0.532,400.0,400
'/home/lucas/git/tonerscheduling/resources/1014.txt',600,600,360000,1.286,600.0,600
'/home/lucas/git/tonerscheduling/resources/312.txt',40,39,1560,0.017,21.0,21
'/home/lucas/git/tonerscheduling/resources/237.txt',30,10,300,0.003,9.0,9
'/home/lucas/git/tonerscheduling/resources/1331.txt',28,22,616,0.006,11.0,11
'/home/lucas/git/tonerscheduling/resources/977.txt',600,600,360000,1.815,579.0,579
'/home/lucas/git/tonerscheduling/resources/376.txt',50,100,5000,0.041,69.0,69
'/home/lucas/git/tonerscheduling/resources/473.txt',1000,1000,1000000,2.663,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/261.txt',30,40,1200,0.015,16.0,16
'/home/lucas/git/tonerscheduling/resources/430.txt',1000,1000,1000000,3.526,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/280.txt',40,10,400,0.003,9.0,9
'/home/lucas/git/tonerscheduling/resources/784.txt',40,40,1600,0.016,17.0,17
'/home/lucas/git/tonerscheduling/resources/923.txt',100,50,5000,0.02,50.0,50
'/home/lucas/git/tonerscheduling/resources/550.txt',1000,1000,1000000,7.448,867.0,867
'/home/lucas/git/tonerscheduling/resources/145.txt',20,17,340,0.005,11.0,11
'/home/lucas/git/tonerscheduling/resources/65.txt',10,40,400,0.007,8.0,8
'/home/lucas/git/tonerscheduling/resources/889.txt',400,400,160000,0.405,400.0,400
'/home/lucas/git/tonerscheduling/resources/835.txt',400,400,160000,1.564,197.0,197
'/home/lucas/git/tonerscheduling/resources/209.txt',25,40,1000,0.014,13.0,13
'/home/lucas/git/tonerscheduling/resources/606.txt',150,150,22500,0.116,144.0,144
'/home/lucas/git/tonerscheduling/resources/1267.txt',800,800,640000,1.544,800.0,800
'/home/lucas/git/tonerscheduling/resources/831.txt',400,400,160000,0.499,400.0,400
'/home/lucas/git/tonerscheduling/resources/486.txt',1000,1000,1000000,7.972,706.0,706
'/home/lucas/git/tonerscheduling/resources/918.txt',400,400,160000,0.83,373.0,373
'/home/lucas/git/tonerscheduling/resources/988.txt',600,600,360000,1.411,595.0,595
'/home/lucas/git/tonerscheduling/resources/264.txt',30,40,1200,0.013,16.0,16
'/home/lucas/git/tonerscheduling/resources/128.txt',20,10,200,0.002,8.0,8
'/home/lucas/git/tonerscheduling/resources/589.txt',125,125,15625,0.125,89.0,89
'/home/lucas/git/tonerscheduling/resources/133.txt',20,10,200,0.002,7.0,7
'/home/lucas/git/tonerscheduling/resources/169.txt',20,50,1000,0.016,13.0,13
'/home/lucas/git/tonerscheduling/resources/1303.txt',800,800,640000,4.286,703.0,703
'/home/lucas/git/tonerscheduling/resources/1201.txt',800,800,640000,2.074,800.0,800
'/home/lucas/git/tonerscheduling/resources/1184.txt',800,800,640000,6.25,398.0,398
'/home/lucas/git/tonerscheduling/resources/4.txt',50,50,2500,0.008,47.0,47
'/home/lucas/git/tonerscheduling/resources/268.txt',30,50,1500,0.018,16.0,16
'/home/lucas/git/tonerscheduling/resources/1235.txt',800,800,640000,1.697,800.0,800
'/home/lucas/git/tonerscheduling/resources/624.txt',150,150,22500,0.19,98.0,98
'/home/lucas/git/tonerscheduling/resources/42.txt',10,20,200,0.004,6.0,6
'/home/lucas/git/tonerscheduling/resources/1117.txt',600,600,360000,1.942,560.0,560
'/home/lucas/git/tonerscheduling/resources/306.txt',40,30,1200,0.009,21.0,21
'/home/lucas/git/tonerscheduling/resources/523.txt',1000,1000,1000000,2.336,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1191.txt',800,800,640000,2.124,799.0,799
'/home/lucas/git/tonerscheduling/resources/468.txt',1000,1000,1000000,2.69,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1180.txt',800,800,640000,6.219,399.0,399
'/home/lucas/git/tonerscheduling/resources/1212.txt',800,800,640000,2.044,800.0,800
'/home/lucas/git/tonerscheduling/resources/479.txt',1000,1000,1000000,8.049,727.0,727
'/home/lucas/git/tonerscheduling/resources/131.txt',20,10,200,0.002,9.0,9
'/home/lucas/git/tonerscheduling/resources/572.txt',1000,1000,1000000,5.629,933.0,933
'/home/lucas/git/tonerscheduling/resources/1256.txt',800,800,640000,4.869,575.0,575
'/home/lucas/git/tonerscheduling/resources/508.txt',1000,1000,1000000,2.777,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1168.txt',800,800,640000,2.239,799.0,799
'/home/lucas/git/tonerscheduling/resources/969.txt',50,50,2500,0.014,44.0,44
'/home/lucas/git/tonerscheduling/resources/210.txt',25,40,1000,0.013,13.0,13
'/home/lucas/git/tonerscheduling/resources/826.txt',400,400,160000,0.56,400.0,400
'/home/lucas/git/tonerscheduling/resources/1049.txt',600,600,360000,1.016,600.0,600
'/home/lucas/git/tonerscheduling/resources/1333.txt',19,18,342,0.004,7.0,7
'/home/lucas/git/tonerscheduling/resources/101.txt',15,30,450,0.006,8.0,8
'/home/lucas/git/tonerscheduling/resources/612.txt',150,150,22500,0.115,143.0,143
'/home/lucas/git/tonerscheduling/resources/647.txt',150,150,22500,0.136,134.0,134
'/home/lucas/git/tonerscheduling/resources/83.txt',15,10,150,0.001,8.0,8
'/home/lucas/git/tonerscheduling/resources/207.txt',25,30,750,0.01,14.0,14
'/home/lucas/git/tonerscheduling/resources/337.txt',100,100,10000,0.103,42.0,42
'/home/lucas/git/tonerscheduling/resources/1233.txt',800,800,640000,1.649,800.0,800
'/home/lucas/git/tonerscheduling/resources/1086.txt',600,600,360000,0.906,600.0,600
'/home/lucas/git/tonerscheduling/resources/66.txt',10,40,400,0.007,9.0,9
'/home/lucas/git/tonerscheduling/resources/1129.txt',75,75,5625,0.052,35.0,35
'/home/lucas/git/tonerscheduling/resources/1241.txt',800,800,640000,1.587,800.0,800
'/home/lucas/git/tonerscheduling/resources/1099.txt',600,600,360000,0.863,600.0,600
'/home/lucas/git/tonerscheduling/resources/454.txt',1000,1000,1000000,2.795,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/769.txt',30,30,900,0.007,23.0,23
'/home/lucas/git/tonerscheduling/resources/1170.txt',800,800,640000,2.187,798.0,798
'/home/lucas/git/tonerscheduling/resources/1173.txt',800,800,640000,2.062,798.0,798
'/home/lucas/git/tonerscheduling/resources/1036.txt',600,600,360000,0.98,600.0,600
'/home/lucas/git/tonerscheduling/resources/6.txt',50,50,2500,0.009,46.0,46
'/home/lucas/git/tonerscheduling/resources/1221.txt',800,800,640000,1.79,800.0,800
'/home/lucas/git/tonerscheduling/resources/1158.txt',800,800,640000,2.545,796.0,796
'/home/lucas/git/tonerscheduling/resources/387.txt',1000,1000,1000000,5.237,974.0,974
'/home/lucas/git/tonerscheduling/resources/162.txt',20,40,800,0.011,11.0,11
'/home/lucas/git/tonerscheduling/resources/865.txt',400,400,160000,0.455,400.0,400
'/home/lucas/git/tonerscheduling/resources/45.txt',10,20,200,0.005,6.0,6
'/home/lucas/git/tonerscheduling/resources/474.txt',1000,1000,1000000,2.734,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/978.txt',600,600,360000,1.874,581.0,581
'/home/lucas/git/tonerscheduling/resources/433.txt',1000,1000,1000000,3.163,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/384.txt',1000,1000,1000000,5.183,979.0,979
'/home/lucas/git/tonerscheduling/resources/626.txt',150,150,22500,0.196,97.0,97
'/home/lucas/git/tonerscheduling/resources/302.txt',40,30,1200,0.011,20.0,20
'/home/lucas/git/tonerscheduling/resources/658.txt',175,175,30625,0.144,168.0,168
'/home/lucas/git/tonerscheduling/resources/561.txt',1000,1000,1000000,2.287,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/851.txt',400,400,160000,0.537,400.0,400
'/home/lucas/git/tonerscheduling/resources/928.txt',100,50,5000,0.036,36.0,36
'/home/lucas/git/tonerscheduling/resources/1362.txt',20,20,400,0.003,15.0,15
'/home/lucas/git/tonerscheduling/resources/421.txt',1000,1000,1000000,3.436,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/467.txt',1000,1000,1000000,2.81,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1207.txt',800,800,640000,2.102,800.0,800
'/home/lucas/git/tonerscheduling/resources/15.txt',20,10,200,0.002,6.0,6
'/home/lucas/git/tonerscheduling/resources/168.txt',20,50,1000,0.015,11.0,11
'/home/lucas/git/tonerscheduling/resources/64.txt',10,40,400,0.007,8.0,8
'/home/lucas/git/tonerscheduling/resources/1063.txt',600,600,360000,1.15,600.0,600
'/home/lucas/git/tonerscheduling/resources/181.txt',25,10,250,0.002,9.0,9
'/home/lucas/git/tonerscheduling/resources/1279.txt',800,800,640000,1.534,800.0,800
'/home/lucas/git/tonerscheduling/resources/1031.txt',600,600,360000,0.996,600.0,600
'/home/lucas/git/tonerscheduling/resources/300.txt',40,30,1200,0.01,21.0,21
'/home/lucas/git/tonerscheduling/resources/47.txt',10,20,200,0.003,6.0,6
'/home/lucas/git/tonerscheduling/resources/549.txt',1000,1000,1000000,7.184,874.0,874
'/home/lucas/git/tonerscheduling/resources/419.txt',1000,1000,1000000,3.942,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/289.txt',40,20,800,0.006,17.0,17
'/home/lucas/git/tonerscheduling/resources/423.txt',1000,1000,1000000,3.71,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1332.txt',14,11,154,0.002,7.0,7
'/home/lucas/git/tonerscheduling/resources/399.txt',1000,1000,1000000,3.612,999.0,999
'/home/lucas/git/tonerscheduling/resources/972.txt',50,50,2500,0.013,48.0,48
'/home/lucas/git/tonerscheduling/resources/875.txt',400,400,160000,0.443,400.0,400
'/home/lucas/git/tonerscheduling/resources/401.txt',1000,1000,1000000,3.726,998.0,998
'/home/lucas/git/tonerscheduling/resources/981.txt',600,600,360000,1.85,583.0,583
'/home/lucas/git/tonerscheduling/resources/31.txt',10,9,90,0.001,6.0,6
'/home/lucas/git/tonerscheduling/resources/201.txt',25,30,750,0.009,15.0,15
'/home/lucas/git/tonerscheduling/resources/1300.txt',800,800,640000,4.28,695.0,695
'/home/lucas/git/tonerscheduling/resources/1254.txt',800,800,640000,4.889,569.0,569
'/home/lucas/git/tonerscheduling/resources/874.txt',400,400,160000,0.494,400.0,400
'/home/lucas/git/tonerscheduling/resources/602.txt',125,125,15625,0.089,111.0,111
'/home/lucas/git/tonerscheduling/resources/1013.txt',600,600,360000,1.272,600.0,600
'/home/lucas/git/tonerscheduling/resources/1070.txt',600,600,360000,0.895,600.0,600
'/home/lucas/git/tonerscheduling/resources/386.txt',1000,1000,1000000,5.036,972.0,972
'/home/lucas/git/tonerscheduling/resources/788.txt',40,40,1600,0.014,27.0,27
'/home/lucas/git/tonerscheduling/resources/946.txt',100,50,5000,0.02,50.0,50
'/home/lucas/git/tonerscheduling/resources/108.txt',15,40,600,0.009,9.0,9
'/home/lucas/git/tonerscheduling/resources/642.txt',150,150,22500,0.142,124.0,124
'/home/lucas/git/tonerscheduling/resources/995.txt',600,600,360000,1.389,599.0,599
'/home/lucas/git/tonerscheduling/resources/775.txt',30,30,900,0.006,28.0,28
'/home/lucas/git/tonerscheduling/resources/1071.txt',600,600,360000,0.922,600.0,600
'/home/lucas/git/tonerscheduling/resources/634.txt',150,150,22500,0.14,124.0,124
'/home/lucas/git/tonerscheduling/resources/1342.txt',20,20,400,0.004,15.0,15
'/home/lucas/git/tonerscheduling/resources/825.txt',400,400,160000,0.482,400.0,400
'/home/lucas/git/tonerscheduling/resources/711.txt',200,200,40000,0.188,194.0,194
'/home/lucas/git/tonerscheduling/resources/94.txt',15,20,300,0.004,9.0,9
'/home/lucas/git/tonerscheduling/resources/881.txt',400,400,160000,0.453,400.0,400
'/home/lucas/git/tonerscheduling/resources/956.txt',50,50,2500,0.027,22.0,22
'/home/lucas/git/tonerscheduling/resources/852.txt',400,400,160000,0.483,400.0,400
'/home/lucas/git/tonerscheduling/resources/472.txt',1000,1000,1000000,2.671,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/592.txt',125,125,15625,0.142,74.0,74
'/home/lucas/git/tonerscheduling/resources/695.txt',175,175,30625,0.187,161.0,161
'/home/lucas/git/tonerscheduling/resources/1078.txt',600,600,360000,3.092,422.0,422
'/home/lucas/git/tonerscheduling/resources/429.txt',1000,1000,1000000,3.524,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/763.txt',30,30,900,0.007,20.0,20
'/home/lucas/git/tonerscheduling/resources/653.txt',175,175,30625,0.136,169.0,169
'/home/lucas/git/tonerscheduling/resources/751.txt',200,200,40000,0.213,186.0,186
'/home/lucas/git/tonerscheduling/resources/91.txt',15,20,300,0.004,9.0,9
'/home/lucas/git/tonerscheduling/resources/311.txt',40,37,1480,0.015,22.0,22
'/home/lucas/git/tonerscheduling/resources/1292.txt',800,800,640000,1.596,800.0,800
'/home/lucas/git/tonerscheduling/resources/900.txt',400,400,160000,1.14,288.0,288
'/home/lucas/git/tonerscheduling/resources/729.txt',200,200,40000,0.288,141.0,141
'/home/lucas/git/tonerscheduling/resources/493.txt',1000,1000,1000000,2.651,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/719.txt',200,200,40000,0.517,92.0,92
'/home/lucas/git/tonerscheduling/resources/829.txt',400,400,160000,0.576,400.0,400
'/home/lucas/git/tonerscheduling/resources/799.txt',40,40,1600,0.01,38.0,38
'/home/lucas/git/tonerscheduling/resources/1161.txt',800,800,640000,2.631,794.0,794
'/home/lucas/git/tonerscheduling/resources/52.txt',10,30,300,0.005,7.0,7
'/home/lucas/git/tonerscheduling/resources/721.txt',200,200,40000,0.428,91.0,91
'/home/lucas/git/tonerscheduling/resources/1223.txt',800,800,640000,1.897,800.0,800
'/home/lucas/git/tonerscheduling/resources/768.txt',30,30,900,0.005,25.0,25
'/home/lucas/git/tonerscheduling/resources/166.txt',20,40,800,0.011,10.0,10
'/home/lucas/git/tonerscheduling/resources/1328.txt',79,21,1659,0.013,17.0,17
'/home/lucas/git/tonerscheduling/resources/1048.txt',600,600,360000,0.938,600.0,600
'/home/lucas/git/tonerscheduling/resources/987.txt',600,600,360000,1.348,597.0,597
'/home/lucas/git/tonerscheduling/resources/269.txt',30,50,1500,0.018,18.0,18
'/home/lucas/git/tonerscheduling/resources/1176.txt',800,800,640000,2.037,799.0,799
'/home/lucas/git/tonerscheduling/resources/820.txt',400,400,160000,0.626,397.0,397
'/home/lucas/git/tonerscheduling/resources/1140.txt',75,75,5625,0.034,64.0,64
'/home/lucas/git/tonerscheduling/resources/895.txt',400,400,160000,1.164,286.0,286
'/home/lucas/git/tonerscheduling/resources/118.txt',15,50,750,0.011,11.0,11
'/home/lucas/git/tonerscheduling/resources/1329.txt',82,28,2296,0.019,21.0,21
'/home/lucas/git/tonerscheduling/resources/816.txt',400,400,160000,0.636,395.0,395
'/home/lucas/git/tonerscheduling/resources/1076.txt',600,600,360000,3.045,429.0,429
'/home/lucas/git/tonerscheduling/resources/121.txt',15,50,750,0.014,9.0,9
'/home/lucas/git/tonerscheduling/resources/489.txt',1000,1000,1000000,2.962,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1122.txt',600,600,360000,2.07,556.0,556
'/home/lucas/git/tonerscheduling/resources/979.txt',600,600,360000,1.786,581.0,581
'/home/lucas/git/tonerscheduling/resources/68.txt',10,50,500,0.009,9.0,9
'/home/lucas/git/tonerscheduling/resources/1277.txt',800,800,640000,1.512,800.0,800
'/home/lucas/git/tonerscheduling/resources/582.txt',125,125,15625,0.077,118.0,118
'/home/lucas/git/tonerscheduling/resources/688.txt',175,175,30625,0.203,150.0,150
'/home/lucas/git/tonerscheduling/resources/620.txt',150,150,22500,0.208,64.0,64
'/home/lucas/git/tonerscheduling/resources/697.txt',175,175,30625,0.183,157.0,157
'/home/lucas/git/tonerscheduling/resources/76.txt',10,50,500,0.01,10.0,10
'/home/lucas/git/tonerscheduling/resources/247.txt',30,20,600,0.006,14.0,14
'/home/lucas/git/tonerscheduling/resources/58.txt',10,40,400,0.01,8.0,8
'/home/lucas/git/tonerscheduling/resources/1284.txt',800,800,640000,1.534,800.0,800
'/home/lucas/git/tonerscheduling/resources/551.txt',1000,1000,1000000,7.261,869.0,869
'/home/lucas/git/tonerscheduling/resources/917.txt',400,400,160000,0.835,373.0,373
'/home/lucas/git/tonerscheduling/resources/60.txt',10,40,400,0.007,8.0,8
'/home/lucas/git/tonerscheduling/resources/660.txt',175,175,30625,0.15,168.0,168
'/home/lucas/git/tonerscheduling/resources/1251.txt',800,800,640000,4.697,578.0,578
'/home/lucas/git/tonerscheduling/resources/1265.txt',800,800,640000,1.721,800.0,800
'/home/lucas/git/tonerscheduling/resources/848.txt',400,400,160000,0.475,400.0,400
'/home/lucas/git/tonerscheduling/resources/823.txt',400,400,160000,0.495,400.0,400
'/home/lucas/git/tonerscheduling/resources/984.txt',600,600,360000,1.335,595.0,595
'/home/lucas/git/tonerscheduling/resources/1275.txt',800,800,640000,1.517,800.0,800
'/home/lucas/git/tonerscheduling/resources/21.txt',59,25,1475,0.008,24.0,24
'/home/lucas/git/tonerscheduling/resources/615.txt',150,150,22500,0.205,67.0,67
'/home/lucas/git/tonerscheduling/resources/238.txt',30,20,600,0.005,13.0,13
'/home/lucas/git/tonerscheduling/resources/500.txt',1000,1000,1000000,2.534,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/495.txt',1000,1000,1000000,2.763,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/535.txt',1000,1000,1000000,2.316,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/134.txt',20,10,200,0.003,8.0,8
'/home/lucas/git/tonerscheduling/resources/92.txt',15,20,300,0.006,9.0,9
'/home/lucas/git/tonerscheduling/resources/502.txt',1000,1000,1000000,2.597,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/129.txt',20,10,200,0.002,8.0,8
'/home/lucas/git/tonerscheduling/resources/742.txt',200,200,40000,0.311,163.0,163
'/home/lucas/git/tonerscheduling/resources/1155.txt',800,800,640000,3.043,773.0,773
'/home/lucas/git/tonerscheduling/resources/51.txt',10,30,300,0.005,7.0,7
'/home/lucas/git/tonerscheduling/resources/250.txt',30,29,870,0.009,17.0,17
'/home/lucas/git/tonerscheduling/resources/962.txt',50,50,2500,0.021,31.0,31
'/home/lucas/git/tonerscheduling/resources/1091.txt',600,600,360000,1.068,600.0,600
'/home/lucas/git/tonerscheduling/resources/651.txt',150,150,22500,0.136,134.0,134
'/home/lucas/git/tonerscheduling/resources/469.txt',1000,1000,1000000,2.561,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/175.txt',20,50,1000,0.016,11.0,11
'/home/lucas/git/tonerscheduling/resources/588.txt',125,125,15625,0.133,87.0,87
'/home/lucas/git/tonerscheduling/resources/354.txt',50,100,5000,0.038,79.0,79
'/home/lucas/git/tonerscheduling/resources/1345.txt',20,20,400,0.004,15.0,15
'/home/lucas/git/tonerscheduling/resources/509.txt',1000,1000,1000000,2.566,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1188.txt',800,800,640000,2.076,800.0,800
'/home/lucas/git/tonerscheduling/resources/1050.txt',600,600,360000,0.935,600.0,600
'/home/lucas/git/tonerscheduling/resources/880.txt',400,400,160000,0.429,400.0,400
'/home/lucas/git/tonerscheduling/resources/898.txt',400,400,160000,1.129,279.0,279
'/home/lucas/git/tonerscheduling/resources/336.txt',100,100,10000,0.103,40.0,40
'/home/lucas/git/tonerscheduling/resources/461.txt',1000,1000,1000000,2.598,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1271.txt',800,800,640000,1.782,800.0,800
'/home/lucas/git/tonerscheduling/resources/747.txt',200,200,40000,0.202,182.0,182
'/home/lucas/git/tonerscheduling/resources/241.txt',30,20,600,0.005,13.0,13
'/home/lucas/git/tonerscheduling/resources/933.txt',100,50,5000,0.026,47.0,47
'/home/lucas/git/tonerscheduling/resources/1291.txt',800,800,640000,1.479,800.0,800
'/home/lucas/git/tonerscheduling/resources/513.txt',1000,1000,1000000,2.473,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1179.txt',800,800,640000,6.167,399.0,399
'/home/lucas/git/tonerscheduling/resources/339.txt',100,100,10000,0.072,72.0,72
'/home/lucas/git/tonerscheduling/resources/990.txt',600,600,360000,1.481,597.0,597
'/home/lucas/git/tonerscheduling/resources/335.txt',100,100,10000,0.131,46.0,46
'/home/lucas/git/tonerscheduling/resources/891.txt',400,400,160000,0.389,400.0,400
'/home/lucas/git/tonerscheduling/resources/691.txt',175,175,30625,0.2,143.0,143
'/home/lucas/git/tonerscheduling/resources/151.txt',20,30,600,0.008,13.0,13
'/home/lucas/git/tonerscheduling/resources/460.txt',1000,1000,1000000,2.669,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/74.txt',10,50,500,0.009,9.0,9
'/home/lucas/git/tonerscheduling/resources/997.txt',600,600,360000,1.34,600.0,600
'/home/lucas/git/tonerscheduling/resources/587.txt',125,125,15625,0.165,55.0,55
'/home/lucas/git/tonerscheduling/resources/731.txt',200,200,40000,0.295,135.0,135
'/home/lucas/git/tonerscheduling/resources/637.txt',150,150,22500,0.137,124.0,124
'/home/lucas/git/tonerscheduling/resources/1215.txt',800,800,640000,1.871,800.0,800
'/home/lucas/git/tonerscheduling/resources/146.txt',20,18,360,0.004,9.0,9
'/home/lucas/git/tonerscheduling/resources/428.txt',1000,1000,1000000,3.221,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/411.txt',1000,1000,1000000,10.408,531.0,531
'/home/lucas/git/tonerscheduling/resources/1165.txt',800,800,640000,2.764,795.0,795
'/home/lucas/git/tonerscheduling/resources/1136.txt',75,75,5625,0.058,45.0,45
'/home/lucas/git/tonerscheduling/resources/431.txt',1000,1000,1000000,3.398,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/356.txt',50,100,5000,0.037,77.0,77
'/home/lucas/git/tonerscheduling/resources/189.txt',25,20,500,0.005,12.0,12
'/home/lucas/git/tonerscheduling/resources/323.txt',40,50,2000,0.023,21.0,21
'/home/lucas/git/tonerscheduling/resources/1090.txt',600,600,360000,1.008,600.0,600
'/home/lucas/git/tonerscheduling/resources/1047.txt',600,600,360000,0.946,600.0,600
'/home/lucas/git/tonerscheduling/resources/1339.txt',31,26,806,0.008,12.0,12
'/home/lucas/git/tonerscheduling/resources/459.txt',1000,1000,1000000,2.544,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1365.txt',20,20,400,0.003,17.0,17
'/home/lucas/git/tonerscheduling/resources/745.txt',200,200,40000,0.21,185.0,185
'/home/lucas/git/tonerscheduling/resources/1008.txt',600,600,360000,3.216,303.0,303
'/home/lucas/git/tonerscheduling/resources/43.txt',10,20,200,0.004,7.0,7
'/home/lucas/git/tonerscheduling/resources/623.txt',150,150,22500,0.19,94.0,94
'/home/lucas/git/tonerscheduling/resources/481.txt',1000,1000,1000000,7.787,737.0,737
'/home/lucas/git/tonerscheduling/resources/451.txt',1000,1000,1000000,2.912,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/84.txt',15,10,150,0.002,7.0,7
'/home/lucas/git/tonerscheduling/resources/1127.txt',75,75,5625,0.033,71.0,71
'/home/lucas/git/tonerscheduling/resources/352.txt',100,100,10000,0.061,91.0,91
'/home/lucas/git/tonerscheduling/resources/652.txt',150,150,22500,0.133,136.0,136
'/home/lucas/git/tonerscheduling/resources/793.txt',40,40,1600,0.011,32.0,32
'/home/lucas/git/tonerscheduling/resources/608.txt',150,150,22500,0.118,145.0,145
'/home/lucas/git/tonerscheduling/resources/1367.txt',25,25,625,0.007,10.0,10
'/home/lucas/git/tonerscheduling/resources/1220.txt',800,800,640000,1.874,800.0,800
'/home/lucas/git/tonerscheduling/resources/868.txt',400,400,160000,0.436,400.0,400
'/home/lucas/git/tonerscheduling/resources/1334.txt',14,10,140,0.001,8.0,8
'/home/lucas/git/tonerscheduling/resources/1.txt',11,10,110,0.001,6.0,6
'/home/lucas/git/tonerscheduling/resources/698.txt',175,175,30625,0.174,161.0,161
'/home/lucas/git/tonerscheduling/resources/395.txt',1000,1000,1000000,3.739,994.0,994
'/home/lucas/git/tonerscheduling/resources/314.txt',40,38,1520,0.015,20.0,20
'/home/lucas/git/tonerscheduling/resources/485.txt',1000,1000,1000000,7.911,720.0,720
'/home/lucas/git/tonerscheduling/resources/897.txt',400,400,160000,1.223,281.0,281
'/home/lucas/git/tonerscheduling/resources/389.txt',1000,1000,1000000,3.906,994.0,994
'/home/lucas/git/tonerscheduling/resources/61.txt',10,40,400,0.006,8.0,8
'/home/lucas/git/tonerscheduling/resources/1113.txt',600,600,360000,2.075,566.0,566
'/home/lucas/git/tonerscheduling/resources/1358.txt',20,20,400,0.003,16.0,16
'/home/lucas/git/tonerscheduling/resources/930.txt',100,50,5000,0.04,35.0,35
'/home/lucas/git/tonerscheduling/resources/1183.txt',800,800,640000,6.178,411.0,411
'/home/lucas/git/tonerscheduling/resources/359.txt',50,100,5000,0.073,22.0,22
'/home/lucas/git/tonerscheduling/resources/906.txt',400,400,160000,1.11,337.0,337
'/home/lucas/git/tonerscheduling/resources/372.txt',50,100,5000,0.052,49.0,49
'/home/lucas/git/tonerscheduling/resources/81.txt',15,10,150,0.002,8.0,8
'/home/lucas/git/tonerscheduling/resources/1203.txt',800,800,640000,1.834,800.0,800
'/home/lucas/git/tonerscheduling/resources/307.txt',40,30,1200,0.011,20.0,20
'/home/lucas/git/tonerscheduling/resources/913.txt',400,400,160000,0.769,377.0,377
'/home/lucas/git/tonerscheduling/resources/1186.txt',800,800,640000,6.033,418.0,418
'/home/lucas/git/tonerscheduling/resources/725.txt',200,200,40000,0.3,142.0,142
'/home/lucas/git/tonerscheduling/resources/154.txt',20,30,600,0.009,11.0,11
'/home/lucas/git/tonerscheduling/resources/782.txt',40,40,1600,0.008,39.0,39
'/home/lucas/git/tonerscheduling/resources/1294.txt',800,800,640000,1.568,800.0,800
'/home/lucas/git/tonerscheduling/resources/412.txt',1000,1000,1000000,10.404,501.0,501
'/home/lucas/git/tonerscheduling/resources/346.txt',100,100,10000,0.066,83.0,83
'/home/lucas/git/tonerscheduling/resources/348.txt',100,100,10000,0.052,94.0,94
'/home/lucas/git/tonerscheduling/resources/394.txt',1000,1000,1000000,3.968,994.0,994
'/home/lucas/git/tonerscheduling/resources/98.txt',15,30,450,0.006,9.0,9
'/home/lucas/git/tonerscheduling/resources/1272.txt',800,800,640000,1.607,800.0,800
'/home/lucas/git/tonerscheduling/resources/526.txt',1000,1000,1000000,2.27,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/218.txt',25,50,1250,0.015,14.0,14
'/home/lucas/git/tonerscheduling/resources/680.txt',175,175,30625,0.27,113.0,113
'/home/lucas/git/tonerscheduling/resources/690.txt',175,175,30625,0.198,142.0,142
