file,n,m,n_x_m,time,fitness,maxtoner
'/home/lucas/git/tonerscheduling/resources/9.txt',100,100,10000,0.025,98.0,98
'/home/lucas/git/tonerscheduling/resources/1133.txt',75,75,5625,0.048,51.0,51
'/home/lucas/git/tonerscheduling/resources/1075.txt',600,600,360000,2.965,414.0,414
'/home/lucas/git/tonerscheduling/resources/1326.txt',68,18,1224,0.012,14.0,14
'/home/lucas/git/tonerscheduling/resources/353.txt',50,100,5000,0.041,78.0,78
'/home/lucas/git/tonerscheduling/resources/1243.txt',800,800,640000,1.792,800.0,800
'/home/lucas/git/tonerscheduling/resources/1305.txt',800,800,640000,4.285,688.0,688
'/home/lucas/git/tonerscheduling/resources/837.txt',400,400,160000,1.566,191.0,191
'/home/lucas/git/tonerscheduling/resources/773.txt',30,30,900,0.005,26.0,26
'/home/lucas/git/tonerscheduling/resources/542.txt',1000,1000,1000000,2.227,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/882.txt',400,400,160000,0.43,400.0,400
'/home/lucas/git/tonerscheduling/resources/603.txt',150,150,22500,0.091,145.0,145
'/home/lucas/git/tonerscheduling/resources/75.txt',10,50,500,0.01,8.0,8
'/home/lucas/git/tonerscheduling/resources/1218.txt',800,800,640000,1.774,800.0,800
'/home/lucas/git/tonerscheduling/resources/17.txt',25,15,375,0.003,15.0,15
'/home/lucas/git/tonerscheduling/resources/1369.txt',75,75,5625,0.049,47.0,47
'/home/lucas/git/tonerscheduling/resources/1148.txt',800,800,640000,3.058,776.0,776
'/home/lucas/git/tonerscheduling/resources/240.txt',30,20,600,0.006,15.0,15
'/home/lucas/git/tonerscheduling/resources/932.txt',100,50,5000,0.039,33.0,33
'/home/lucas/git/tonerscheduling/resources/1149.txt',800,800,640000,3.15,770.0,770
'/home/lucas/git/tonerscheduling/resources/1231.txt',800,800,640000,1.779,800.0,800
'/home/lucas/git/tonerscheduling/resources/462.txt',1000,1000,1000000,2.673,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/343.txt',100,100,10000,0.068,87.0,87
'/home/lucas/git/tonerscheduling/resources/1116.txt',600,600,360000,2.034,564.0,564
'/home/lucas/git/tonerscheduling/resources/863.txt',400,400,160000,0.482,400.0,400
'/home/lucas/git/tonerscheduling/resources/10.txt',100,100,10000,0.03,98.0,98
'/home/lucas/git/tonerscheduling/resources/281.txt',40,10,400,0.003,9.0,9
'/home/lucas/git/tonerscheduling/resources/856.txt',400,400,160000,0.522,400.0,400
'/home/lucas/git/tonerscheduling/resources/1059.txt',600,600,360000,0.924,600.0,600
'/home/lucas/git/tonerscheduling/resources/242.txt',30,20,600,0.005,15.0,15
'/home/lucas/git/tonerscheduling/resources/1361.txt',20,20,400,0.003,14.0,14
'/home/lucas/git/tonerscheduling/resources/1232.txt',800,800,640000,1.556,800.0,800
'/home/lucas/git/tonerscheduling/resources/93.txt',15,20,300,0.003,9.0,9
'/home/lucas/git/tonerscheduling/resources/1319.txt',27,21,567,0.006,9.0,9
'/home/lucas/git/tonerscheduling/resources/532.txt',1000,1000,1000000,2.219,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/937.txt',100,50,5000,0.029,45.0,45
'/home/lucas/git/tonerscheduling/resources/976.txt',600,600,360000,1.921,583.0,583
'/home/lucas/git/tonerscheduling/resources/227.txt',25,50,1250,0.019,16.0,16
'/home/lucas/git/tonerscheduling/resources/2.txt',14,8,112,0.001,6.0,6
'/home/lucas/git/tonerscheduling/resources/72.txt',10,50,500,0.009,8.0,8
'/home/lucas/git/tonerscheduling/resources/1282.txt',800,800,640000,1.469,800.0,800
'/home/lucas/git/tonerscheduling/resources/514.txt',1000,1000,1000000,2.425,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/239.txt',30,20,600,0.005,14.0,14
'/home/lucas/git/tonerscheduling/resources/1335.txt',27,21,567,0.006,7.0,7
'/home/lucas/git/tonerscheduling/resources/1092.txt',600,600,360000,0.89,600.0,600
'/home/lucas/git/tonerscheduling/resources/136.txt',20,10,200,0.002,9.0,9
'/home/lucas/git/tonerscheduling/resources/173.txt',20,50,1000,0.016,9.0,9
'/home/lucas/git/tonerscheduling/resources/1101.txt',600,600,360000,0.832,600.0,600
'/home/lucas/git/tonerscheduling/resources/776.txt',30,30,900,0.006,27.0,27
'/home/lucas/git/tonerscheduling/resources/25.txt',7,7,49,0.001,5.0,5
'/home/lucas/git/tonerscheduling/resources/700.txt',175,175,30625,0.178,162.0,162
'/home/lucas/git/tonerscheduling/resources/585.txt',125,125,15625,0.172,52.0,52
'/home/lucas/git/tonerscheduling/resources/594.txt',125,125,15625,0.114,106.0,106
'/home/lucas/git/tonerscheduling/resources/1102.txt',600,600,360000,0.826,600.0,600
'/home/lucas/git/tonerscheduling/resources/77.txt',10,50,500,0.009,8.0,8
'/home/lucas/git/tonerscheduling/resources/948.txt',50,50,2500,0.013,49.0,49
'/home/lucas/git/tonerscheduling/resources/445.txt',1000,1000,1000000,2.729,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1145.txt',75,75,5625,0.035,70.0,70
'/home/lucas/git/tonerscheduling/resources/687.txt',175,175,30625,0.202,148.0,148
'/home/lucas/git/tonerscheduling/resources/650.txt',150,150,22500,0.139,138.0,138
'/home/lucas/git/tonerscheduling/resources/143.txt',20,18,360,0.004,10.0,10
'/home/lucas/git/tonerscheduling/resources/797.txt',40,40,1600,0.012,31.0,31
'/home/lucas/git/tonerscheduling/resources/425.txt',1000,1000,1000000,3.555,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/641.txt',150,150,22500,0.134,135.0,135
'/home/lucas/git/tonerscheduling/resources/566.txt',1000,1000,1000000,2.389,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/183.txt',25,10,250,0.002,8.0,8
'/home/lucas/git/tonerscheduling/resources/1147.txt',75,75,5625,0.032,68.0,68
'/home/lucas/git/tonerscheduling/resources/199.txt',25,30,750,0.01,14.0,14
'/home/lucas/git/tonerscheduling/resources/1226.txt',800,800,640000,1.975,800.0,800
'/home/lucas/git/tonerscheduling/resources/1363.txt',20,20,400,0.003,16.0,16
'/home/lucas/git/tonerscheduling/resources/803.txt',400,400,160000,0.694,391.0,391
'/home/lucas/git/tonerscheduling/resources/124.txt',15,50,750,0.012,8.0,8
'/home/lucas/git/tonerscheduling/resources/107.txt',15,30,450,0.007,10.0,10
'/home/lucas/git/tonerscheduling/resources/893.txt',400,400,160000,1.15,277.0,277
'/home/lucas/git/tonerscheduling/resources/1268.txt',800,800,640000,1.576,800.0,800
'/home/lucas/git/tonerscheduling/resources/1081.txt',600,600,360000,3.063,438.0,438
'/home/lucas/git/tonerscheduling/resources/1118.txt',600,600,360000,2.041,563.0,563
'/home/lucas/git/tonerscheduling/resources/53.txt',10,30,300,0.006,7.0,7
'/home/lucas/git/tonerscheduling/resources/1066.txt',600,600,360000,0.901,600.0,600
'/home/lucas/git/tonerscheduling/resources/156.txt',20,30,600,0.008,12.0,12
'/home/lucas/git/tonerscheduling/resources/1119.txt',600,600,360000,1.966,562.0,562
'/home/lucas/git/tonerscheduling/resources/470.txt',1000,1000,1000000,2.542,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1061.txt',600,600,360000,1.071,600.0,600
'/home/lucas/git/tonerscheduling/resources/730.txt',200,200,40000,0.298,136.0,136
'/home/lucas/git/tonerscheduling/resources/1239.txt',800,800,640000,1.541,800.0,800
'/home/lucas/git/tonerscheduling/resources/232.txt',30,10,300,0.002,9.0,9
'/home/lucas/git/tonerscheduling/resources/147.txt',20,19,380,0.004,12.0,12
'/home/lucas/git/tonerscheduling/resources/910.txt',400,400,160000,0.998,347.0,347
'/home/lucas/git/tonerscheduling/resources/696.txt',175,175,30625,0.175,162.0,162
'/home/lucas/git/tonerscheduling/resources/104.txt',15,30,450,0.006,9.0,9
'/home/lucas/git/tonerscheduling/resources/749.txt',200,200,40000,0.2,183.0,183
'/home/lucas/git/tonerscheduling/resources/62.txt',10,40,400,0.007,8.0,8
'/home/lucas/git/tonerscheduling/resources/815.txt',400,400,160000,0.608,399.0,399
'/home/lucas/git/tonerscheduling/resources/817.txt',400,400,160000,0.615,398.0,398
'/home/lucas/git/tonerscheduling/resources/1343.txt',20,20,400,0.003,15.0,15
'/home/lucas/git/tonerscheduling/resources/29.txt',10,9,90,0.001,6.0,6
'/home/lucas/git/tonerscheduling/resources/994.txt',600,600,360000,1.218,600.0,600
'/home/lucas/git/tonerscheduling/resources/251.txt',30,29,870,0.008,16.0,16
'/home/lucas/git/tonerscheduling/resources/194.txt',25,20,500,0.005,12.0,12
'/home/lucas/git/tonerscheduling/resources/717.txt',200,200,40000,0.391,89.0,89
'/home/lucas/git/tonerscheduling/resources/1039.txt',600,600,360000,0.965,600.0,600
'/home/lucas/git/tonerscheduling/resources/413.txt',1000,1000,1000000,10.519,499.0,499
'/home/lucas/git/tonerscheduling/resources/310.txt',40,38,1520,0.013,22.0,22
'/home/lucas/git/tonerscheduling/resources/927.txt',100,50,5000,0.02,50.0,50
'/home/lucas/git/tonerscheduling/resources/905.txt',400,400,160000,1.082,332.0,332
'/home/lucas/git/tonerscheduling/resources/79.txt',15,10,150,0.002,6.0,6
'/home/lucas/git/tonerscheduling/resources/757.txt',30,30,900,0.006,30.0,30
'/home/lucas/git/tonerscheduling/resources/434.txt',1000,1000,1000000,3.338,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1240.txt',800,800,640000,1.706,800.0,800
'/home/lucas/git/tonerscheduling/resources/689.txt',175,175,30625,0.191,147.0,147
'/home/lucas/git/tonerscheduling/resources/1246.txt',800,800,640000,1.529,800.0,800
'/home/lucas/git/tonerscheduling/resources/1213.txt',800,800,640000,1.789,800.0,800
'/home/lucas/git/tonerscheduling/resources/215.txt',25,40,1000,0.013,15.0,15
'/home/lucas/git/tonerscheduling/resources/378.txt',1000,1000,1000000,5.127,969.0,969
'/home/lucas/git/tonerscheduling/resources/113.txt',15,40,600,0.01,10.0,10
'/home/lucas/git/tonerscheduling/resources/1041.txt',600,600,360000,1.183,600.0,600
'/home/lucas/git/tonerscheduling/resources/1237.txt',800,800,640000,1.564,800.0,800
'/home/lucas/git/tonerscheduling/resources/308.txt',40,38,1520,0.016,20.0,20
'/home/lucas/git/tonerscheduling/resources/153.txt',20,30,600,0.007,13.0,13
'/home/lucas/git/tonerscheduling/resources/529.txt',1000,1000,1000000,2.237,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/726.txt',200,200,40000,0.298,141.0,141
'/home/lucas/git/tonerscheduling/resources/911.txt',400,400,160000,1.122,343.0,343
'/home/lucas/git/tonerscheduling/resources/1172.txt',800,800,640000,1.996,799.0,799
'/home/lucas/git/tonerscheduling/resources/909.txt',400,400,160000,1.023,334.0,334
'/home/lucas/git/tonerscheduling/resources/1308.txt',800,800,640000,3.319,742.0,742
'/home/lucas/git/tonerscheduling/resources/498.txt',1000,1000,1000000,2.713,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/534.txt',1000,1000,1000000,2.357,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/752.txt',200,200,40000,0.211,181.0,181
'/home/lucas/git/tonerscheduling/resources/674.txt',175,175,30625,0.273,121.0,121
'/home/lucas/git/tonerscheduling/resources/576.txt',1000,1000,1000000,5.403,938.0,938
'/home/lucas/git/tonerscheduling/resources/942.txt',100,50,5000,0.025,48.0,48
'/home/lucas/git/tonerscheduling/resources/1261.txt',800,800,640000,1.622,800.0,800
'/home/lucas/git/tonerscheduling/resources/27.txt',7,5,35,0.0,3.0,3
'/home/lucas/git/tonerscheduling/resources/1052.txt',600,600,360000,0.935,600.0,600
'/home/lucas/git/tonerscheduling/resources/571.txt',1000,1000,1000000,5.338,934.0,934
'/home/lucas/git/tonerscheduling/resources/1253.txt',800,800,640000,4.706,592.0,592
'/home/lucas/git/tonerscheduling/resources/1192.txt',800,800,640000,2.14,800.0,800
'/home/lucas/git/tonerscheduling/resources/48.txt',10,30,300,0.005,8.0,8
'/home/lucas/git/tonerscheduling/resources/39.txt',10,20,200,0.004,7.0,7
'/home/lucas/git/tonerscheduling/resources/584.txt',125,125,15625,0.171,60.0,60
'/home/lucas/git/tonerscheduling/resources/1038.txt',600,600,360000,1.077,600.0,600
'/home/lucas/git/tonerscheduling/resources/667.txt',175,175,30625,0.29,77.0,77
'/home/lucas/git/tonerscheduling/resources/791.txt',40,40,1600,0.014,23.0,23
'/home/lucas/git/tonerscheduling/resources/1134.txt',75,75,5625,0.047,51.0,51
'/home/lucas/git/tonerscheduling/resources/901.txt',400,400,160000,1.111,290.0,290
'/home/lucas/git/tonerscheduling/resources/96.txt',15,20,300,0.004,9.0,9
'/home/lucas/git/tonerscheduling/resources/1247.txt',800,800,640000,1.541,800.0,800
'/home/lucas/git/tonerscheduling/resources/424.txt',1000,1000,1000000,3.279,999.0,999
'/home/lucas/git/tonerscheduling/resources/203.txt',25,30,750,0.009,16.0,16
'/home/lucas/git/tonerscheduling/resources/1255.txt',800,800,640000,4.832,575.0,575
'/home/lucas/git/tonerscheduling/resources/171.txt',20,50,1000,0.015,11.0,11
'/home/lucas/git/tonerscheduling/resources/544.txt',1000,1000,1000000,2.386,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/369.txt',50,100,5000,0.058,56.0,56
'/home/lucas/git/tonerscheduling/resources/669.txt',175,175,30625,0.337,83.0,83
'/home/lucas/git/tonerscheduling/resources/1238.txt',800,800,640000,1.635,800.0,800
'/home/lucas/git/tonerscheduling/resources/663.txt',175,175,30625,0.285,79.0,79
'/home/lucas/git/tonerscheduling/resources/441.txt',1000,1000,1000000,2.696,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/30.txt',10,9,90,0.001,6.0,6
'/home/lucas/git/tonerscheduling/resources/924.txt',100,50,5000,0.019,50.0,50
'/home/lucas/git/tonerscheduling/resources/202.txt',25,30,750,0.009,15.0,15
'/home/lucas/git/tonerscheduling/resources/1128.txt',75,75,5625,0.056,34.0,34
'/home/lucas/git/tonerscheduling/resources/320.txt',40,50,2000,0.023,23.0,23
'/home/lucas/git/tonerscheduling/resources/832.txt',400,400,160000,0.535,399.0,399
'/home/lucas/git/tonerscheduling/resources/32.txt',10,9,90,0.002,5.0,5
'/home/lucas/git/tonerscheduling/resources/958.txt',50,50,2500,0.023,29.0,29
'/home/lucas/git/tonerscheduling/resources/1219.txt',800,800,640000,1.788,800.0,800
'/home/lucas/git/tonerscheduling/resources/1245.txt',800,800,640000,1.537,800.0,800
'/home/lucas/git/tonerscheduling/resources/149.txt',20,30,600,0.009,11.0,11
'/home/lucas/git/tonerscheduling/resources/573.txt',1000,1000,1000000,5.338,941.0,941
'/home/lucas/git/tonerscheduling/resources/1222.txt',800,800,640000,1.859,800.0,800
'/home/lucas/git/tonerscheduling/resources/235.txt',30,10,300,0.002,9.0,9
'/home/lucas/git/tonerscheduling/resources/557.txt',1000,1000,1000000,7.092,874.0,874
'/home/lucas/git/tonerscheduling/resources/638.txt',150,150,22500,0.141,122.0,122
'/home/lucas/git/tonerscheduling/resources/600.txt',125,125,15625,0.099,115.0,115
'/home/lucas/git/tonerscheduling/resources/327.txt',40,50,2000,0.025,21.0,21
'/home/lucas/git/tonerscheduling/resources/95.txt',15,20,300,0.005,9.0,9
'/home/lucas/git/tonerscheduling/resources/802.txt',40,40,1600,0.01,37.0,37
'/home/lucas/git/tonerscheduling/resources/1312.txt',800,800,640000,3.407,747.0,747
'/home/lucas/git/tonerscheduling/resources/560.txt',1000,1000,1000000,2.343,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/575.txt',1000,1000,1000000,5.552,942.0,942
'/home/lucas/git/tonerscheduling/resources/44.txt',10,20,200,0.003,6.0,6
'/home/lucas/git/tonerscheduling/resources/1159.txt',800,800,640000,2.754,795.0,795
'/home/lucas/git/tonerscheduling/resources/255.txt',30,28,840,0.009,17.0,17
'/home/lucas/git/tonerscheduling/resources/857.txt',400,400,160000,0.519,400.0,400
'/home/lucas/git/tonerscheduling/resources/1211.txt',800,800,640000,1.891,800.0,800
'/home/lucas/git/tonerscheduling/resources/540.txt',1000,1000,1000000,2.275,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1006.txt',600,600,360000,3.205,312.0,312
'/home/lucas/git/tonerscheduling/resources/703.txt',200,200,40000,0.19,193.0,193
'/home/lucas/git/tonerscheduling/resources/1296.txt',800,800,640000,1.608,800.0,800
'/home/lucas/git/tonerscheduling/resources/1354.txt',20,20,400,0.003,15.0,15
'/home/lucas/git/tonerscheduling/resources/371.txt',50,100,5000,0.05,63.0,63
'/home/lucas/git/tonerscheduling/resources/734.txt',200,200,40000,0.276,161.0,161
'/home/lucas/git/tonerscheduling/resources/1327.txt',75,19,1425,0.011,14.0,14
'/home/lucas/git/tonerscheduling/resources/801.txt',40,40,1600,0.009,38.0,38
'/home/lucas/git/tonerscheduling/resources/858.txt',400,400,160000,0.456,400.0,400
'/home/lucas/git/tonerscheduling/resources/593.txt',125,125,15625,0.088,108.0,108
'/home/lucas/git/tonerscheduling/resources/1151.txt',800,800,640000,2.961,777.0,777
'/home/lucas/git/tonerscheduling/resources/67.txt',10,40,400,0.007,7.0,7
'/home/lucas/git/tonerscheduling/resources/330.txt',100,100,10000,0.058,94.0,94
'/home/lucas/git/tonerscheduling/resources/1084.txt',600,600,360000,1.04,600.0,600
'/home/lucas/git/tonerscheduling/resources/452.txt',1000,1000,1000000,2.742,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/224.txt',25,50,1250,0.02,12.0,12
'/home/lucas/git/tonerscheduling/resources/1338.txt',13,12,156,0.003,6.0,6
'/home/lucas/git/tonerscheduling/resources/539.txt',1000,1000,1000000,2.398,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1010.txt',600,600,360000,3.341,284.0,284
'/home/lucas/git/tonerscheduling/resources/854.txt',400,400,160000,0.536,400.0,400
'/home/lucas/git/tonerscheduling/resources/340.txt',100,100,10000,0.081,64.0,64
'/home/lucas/git/tonerscheduling/resources/1073.txt',600,600,360000,2.981,431.0,431
'/home/lucas/git/tonerscheduling/resources/196.txt',25,20,500,0.005,14.0,14
'/home/lucas/git/tonerscheduling/resources/1024.txt',600,600,360000,1.167,600.0,600
'/home/lucas/git/tonerscheduling/resources/223.txt',25,50,1250,0.016,16.0,16
'/home/lucas/git/tonerscheduling/resources/448.txt',1000,1000,1000000,2.714,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1318.txt',20,13,260,0.004,7.0,7
'/home/lucas/git/tonerscheduling/resources/980.txt',600,600,360000,1.96,584.0,584
'/home/lucas/git/tonerscheduling/resources/157.txt',20,30,600,0.008,10.0,10
'/home/lucas/git/tonerscheduling/resources/1210.txt',800,800,640000,1.758,800.0,800
'/home/lucas/git/tonerscheduling/resources/1330.txt',21,15,315,0.004,7.0,7
'/home/lucas/git/tonerscheduling/resources/1178.txt',800,800,640000,6.137,422.0,422
'/home/lucas/git/tonerscheduling/resources/648.txt',150,150,22500,0.125,139.0,139
'/home/lucas/git/tonerscheduling/resources/1352.txt',20,20,400,0.003,16.0,16
'/home/lucas/git/tonerscheduling/resources/219.txt',25,50,1250,0.015,13.0,13
'/home/lucas/git/tonerscheduling/resources/964.txt',50,50,2500,0.019,42.0,42
'/home/lucas/git/tonerscheduling/resources/1082.txt',600,600,360000,3.065,428.0,428
'/home/lucas/git/tonerscheduling/resources/1304.txt',800,800,640000,4.394,677.0,677
'/home/lucas/git/tonerscheduling/resources/334.txt',100,100,10000,0.106,43.0,43
'/home/lucas/git/tonerscheduling/resources/165.txt',20,40,800,0.012,12.0,12
'/home/lucas/git/tonerscheduling/resources/959.txt',50,50,2500,0.02,33.0,33
'/home/lucas/git/tonerscheduling/resources/1316.txt',800,800,640000,3.202,757.0,757
'/home/lucas/git/tonerscheduling/resources/1109.txt',600,600,360000,2.19,521.0,521
'/home/lucas/git/tonerscheduling/resources/144.txt',20,18,360,0.004,10.0,10
'/home/lucas/git/tonerscheduling/resources/1124.txt',75,75,5625,0.027,73.0,73
'/home/lucas/git/tonerscheduling/resources/824.txt',400,400,160000,0.536,399.0,399
'/home/lucas/git/tonerscheduling/resources/80.txt',15,10,150,0.001,8.0,8
'/home/lucas/git/tonerscheduling/resources/1057.txt',600,600,360000,1.005,600.0,600
'/home/lucas/git/tonerscheduling/resources/679.txt',175,175,30625,0.265,119.0,119
'/home/lucas/git/tonerscheduling/resources/574.txt',1000,1000,1000000,5.285,937.0,937
'/home/lucas/git/tonerscheduling/resources/597.txt',125,125,15625,0.11,101.0,101
'/home/lucas/git/tonerscheduling/resources/798.txt',40,40,1600,0.01,37.0,37
'/home/lucas/git/tonerscheduling/resources/903.txt',400,400,160000,1.117,338.0,338
'/home/lucas/git/tonerscheduling/resources/364.txt',50,100,5000,0.054,41.0,41
'/home/lucas/git/tonerscheduling/resources/919.txt',400,400,160000,0.787,374.0,374
'/home/lucas/git/tonerscheduling/resources/1177.txt',800,800,640000,2.012,798.0,798
'/home/lucas/git/tonerscheduling/resources/645.txt',150,150,22500,0.122,138.0,138
'/home/lucas/git/tonerscheduling/resources/1285.txt',800,800,640000,1.463,800.0,800
'/home/lucas/git/tonerscheduling/resources/427.txt',1000,1000,1000000,3.346,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/846.txt',400,400,160000,0.508,400.0,400
'/home/lucas/git/tonerscheduling/resources/777.txt',30,30,900,0.006,28.0,28
'/home/lucas/git/tonerscheduling/resources/383.txt',1000,1000,1000000,4.999,976.0,976
'/home/lucas/git/tonerscheduling/resources/733.txt',200,200,40000,0.263,165.0,165
'/home/lucas/git/tonerscheduling/resources/819.txt',400,400,160000,0.673,397.0,397
'/home/lucas/git/tonerscheduling/resources/410.txt',1000,1000,1000000,10.617,533.0,533
'/home/lucas/git/tonerscheduling/resources/1299.txt',800,800,640000,4.366,692.0,692
'/home/lucas/git/tonerscheduling/resources/221.txt',25,50,1250,0.019,13.0,13
'/home/lucas/git/tonerscheduling/resources/607.txt',150,150,22500,0.114,143.0,143
'/home/lucas/git/tonerscheduling/resources/388.txt',1000,1000,1000000,4.003,993.0,993
'/home/lucas/git/tonerscheduling/resources/309.txt',40,38,1520,0.014,21.0,21
'/home/lucas/git/tonerscheduling/resources/5.txt',50,50,2500,0.008,48.0,48
'/home/lucas/git/tonerscheduling/resources/766.txt',30,30,900,0.008,19.0,19
'/home/lucas/git/tonerscheduling/resources/18.txt',30,20,600,0.004,19.0,19
'/home/lucas/git/tonerscheduling/resources/1064.txt',600,600,360000,1.056,600.0,600
'/home/lucas/git/tonerscheduling/resources/558.txt',1000,1000,1000000,2.175,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1209.txt',800,800,640000,1.781,800.0,800
'/home/lucas/git/tonerscheduling/resources/748.txt',200,200,40000,0.2,186.0,186
'/home/lucas/git/tonerscheduling/resources/1286.txt',800,800,640000,1.498,800.0,800
'/home/lucas/git/tonerscheduling/resources/290.txt',40,20,800,0.006,15.0,15
'/home/lucas/git/tonerscheduling/resources/728.txt',200,200,40000,0.292,135.0,135
'/home/lucas/git/tonerscheduling/resources/938.txt',100,50,5000,0.024,50.0,50
'/home/lucas/git/tonerscheduling/resources/226.txt',25,50,1250,0.017,13.0,13
'/home/lucas/git/tonerscheduling/resources/975.txt',600,600,360000,1.803,582.0,582
'/home/lucas/git/tonerscheduling/resources/902.txt',400,400,160000,1.112,280.0,280
'/home/lucas/git/tonerscheduling/resources/59.txt',10,40,400,0.007,8.0,8
'/home/lucas/git/tonerscheduling/resources/827.txt',400,400,160000,0.502,399.0,399
'/home/lucas/git/tonerscheduling/resources/1301.txt',800,800,640000,4.274,700.0,700
'/home/lucas/git/tonerscheduling/resources/8.txt',100,100,10000,0.021,100.0,100
'/home/lucas/git/tonerscheduling/resources/665.txt',175,175,30625,0.312,81.0,81
'/home/lucas/git/tonerscheduling/resources/947.txt',100,50,5000,0.023,50.0,50
'/home/lucas/git/tonerscheduling/resources/1315.txt',800,800,640000,3.324,749.0,749
'/home/lucas/git/tonerscheduling/resources/292.txt',40,20,800,0.006,15.0,15
'/home/lucas/git/tonerscheduling/resources/598.txt',125,125,15625,0.079,117.0,117
'/home/lucas/git/tonerscheduling/resources/329.txt',100,100,10000,0.045,98.0,98
'/home/lucas/git/tonerscheduling/resources/805.txt',400,400,160000,0.776,386.0,386
'/home/lucas/git/tonerscheduling/resources/795.txt',40,40,1600,0.011,31.0,31
'/home/lucas/git/tonerscheduling/resources/1258.txt',800,800,640000,1.534,800.0,800
'/home/lucas/git/tonerscheduling/resources/668.txt',175,175,30625,0.292,76.0,76
'/home/lucas/git/tonerscheduling/resources/847.txt',400,400,160000,0.473,400.0,400
'/home/lucas/git/tonerscheduling/resources/99.txt',15,30,450,0.007,8.0,8
'/home/lucas/git/tonerscheduling/resources/1321.txt',31,20,620,0.006,7.0,7
'/home/lucas/git/tonerscheduling/resources/294.txt',40,20,800,0.005,17.0,17
'/home/lucas/git/tonerscheduling/resources/616.txt',150,150,22500,0.207,66.0,66
'/home/lucas/git/tonerscheduling/resources/73.txt',10,50,500,0.009,10.0,10
'/home/lucas/git/tonerscheduling/resources/1125.txt',75,75,5625,0.025,71.0,71
'/home/lucas/git/tonerscheduling/resources/148.txt',20,30,600,0.007,11.0,11
'/home/lucas/git/tonerscheduling/resources/952.txt',50,50,2500,0.013,50.0,50
'/home/lucas/git/tonerscheduling/resources/231.txt',30,10,300,0.002,9.0,9
'/home/lucas/git/tonerscheduling/resources/1079.txt',600,600,360000,3.062,417.0,417
'/home/lucas/git/tonerscheduling/resources/350.txt',100,100,10000,0.06,91.0,91
'/home/lucas/git/tonerscheduling/resources/1205.txt',800,800,640000,2.002,800.0,800
'/home/lucas/git/tonerscheduling/resources/1263.txt',800,800,640000,1.785,800.0,800
'/home/lucas/git/tonerscheduling/resources/256.txt',30,29,870,0.008,15.0,15
'/home/lucas/git/tonerscheduling/resources/190.txt',25,20,500,0.006,13.0,13
'/home/lucas/git/tonerscheduling/resources/321.txt',40,50,2000,0.022,22.0,22
'/home/lucas/git/tonerscheduling/resources/28.txt',10,9,90,0.001,5.0,5
'/home/lucas/git/tonerscheduling/resources/629.txt',150,150,22500,0.182,104.0,104
'/home/lucas/git/tonerscheduling/resources/1175.txt',800,800,640000,2.042,798.0,798
'/home/lucas/git/tonerscheduling/resources/1302.txt',800,800,640000,4.259,694.0,694
'/home/lucas/git/tonerscheduling/resources/214.txt',25,40,1000,0.012,15.0,15
'/home/lucas/git/tonerscheduling/resources/331.txt',100,100,10000,0.047,95.0,95
'/home/lucas/git/tonerscheduling/resources/1249.txt',800,800,640000,4.667,577.0,577
'/home/lucas/git/tonerscheduling/resources/471.txt',1000,1000,1000000,2.671,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/677.txt',175,175,30625,0.287,115.0,115
'/home/lucas/git/tonerscheduling/resources/859.txt',400,400,160000,0.49,400.0,400
'/home/lucas/git/tonerscheduling/resources/622.txt',150,150,22500,0.213,67.0,67
'/home/lucas/git/tonerscheduling/resources/432.txt',1000,1000,1000000,3.224,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/140.txt',20,19,380,0.005,10.0,10
'/home/lucas/git/tonerscheduling/resources/1143.txt',75,75,5625,0.037,70.0,70
'/home/lucas/git/tonerscheduling/resources/315.txt',40,38,1520,0.017,20.0,20
'/home/lucas/git/tonerscheduling/resources/595.txt',125,125,15625,0.113,104.0,104
'/home/lucas/git/tonerscheduling/resources/492.txt',1000,1000,1000000,2.653,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1115.txt',600,600,360000,2.075,553.0,553
'/home/lucas/git/tonerscheduling/resources/922.txt',400,400,160000,0.778,370.0,370
